word,atom_id,embedding_score,a1_cosine,a1_margin,a1_l2,top2_atom,focus_rate
sluggish,PRP.slow,0.4571,0.823815,-0.052858,10.262389,ACT.sit,0.6083
light,ELM.light,0.579,0.797681,-0.052862,8.486415,ELM.sky,0.6283
unconditioned,COG.unlearned,0.6021,0.729839,-0.052882,9.651525,FND.uninformed,0.4753
rear,ACT.rise,0.4831,0.83123,-0.052925,7.525452,ACT.sit,0.5063
give,MAT.drink,0.3563,0.774899,-0.052933,10.542412,TIM.come,0.5984
mum,COM.silence,0.4882,0.879689,-0.053034,6.721074,PER.untouched,0.5757
sing,BOD.mouth,0.3036,0.720329,-0.053293,16.920154,PRP.clear,0.4451
weightlessness,PRP.light,0.4267,0.879836,-0.053372,7.812526,ACT.rise,0.5649
account,LOG.reason,0.5278,0.857075,-0.053391,8.226873,ABS.wise,0.5382
make,ECO.earn,0.3925,0.847608,-0.053417,11.77486,MAT.tool,0.5621
soft,PRP.soft,0.4245,0.857998,-0.053564,6.207938,PER.touch,0.7684
acquire,COG.learn,0.4896,0.88754,-0.053639,10.032897,COG.remember,0.7163
drop cloth,ACT.descend,0.3268,0.820541,-0.053659,7.977351,ACT.emit,0.892
melted,ELM.water,0.4671,0.825347,-0.053805,10.524269,FND.transformation,0.6708
germ,ACT.make,0.5168,0.814778,-0.053831,12.812148,ACT.create,0.6128
limitless,FND.numberless,0.4621,0.905128,-0.053891,8.451742,FND.timeless,0.5926
fall,ACT.move,0.4826,0.882353,-0.054003,9.117511,PRP.wet,0.7477
bland,PER.tasteless,0.5387,0.886433,-0.054031,8.606972,MAT.naked,0.5818
miss,EXS.absence,0.5274,0.839595,-0.054059,9.329255,SOC.refuse,0.5815
distraction,COG.confusion,0.5152,0.71399,-0.05406,8.448368,ABS.foolish,0.4044
takings,ECO.income,0.4806,0.84162,-0.054141,8.658256,SOC.rest,0.5544
uniform,MAT.clothing,0.7544,0.793524,-0.054271,10.352336,PRP.soft,0.6095
look,PER.see,0.3852,0.905657,-0.054273,9.655262,PER.untouched,0.4622
regard,PER.see,0.3088,0.905657,-0.054273,9.655262,PER.untouched,0.4965
base,PRP.part,0.4209,0.800747,-0.054319,7.158089,SOC.city,0.3282
finish,CHG.end,0.4939,0.851163,-0.054332,5.892004,TIM.past,0.3758
outcome,LOG.effect,0.5024,0.647114,-0.054413,11.622836,PRP.young,0.5179
esthetic,WLD.art,0.6925,0.801835,-0.054478,9.101548,VAL.beauty,0.7188
poverty,STA.poverty,0.5721,0.880402,-0.05454,8.864543,CHG.decay,0.5299
aspiration,EMO.desire,0.4331,0.86961,-0.054605,6.664632,COG.enlightenment,0.6687
domain,WLD.realm,0.4121,0.567106,-0.054623,12.112209,PRP.multiple,0.4092
quit,ACT.leave,0.46,0.842104,-0.054658,8.929575,ACT.go,0.6547
intimidation,EMO.fear,0.6109,0.864524,-0.054714,6.992198,EMO.anger,0.3337
home,SOC.family,0.4049,0.808648,-0.054793,6.601695,SOC.village,0.3879
unfreeze,ACT.dissolve,0.4236,0.754792,-0.054896,9.080844,FND.transformation,0.6072
tattle,COM.speak,0.359,0.854794,-0.054968,9.061643,VAL.falsehood,0.5488
work,COG.know,0.3709,0.686636,-0.055004,12.553432,CHG.end,0.4698
common,SOC.public,0.3352,0.841112,-0.055027,6.905339,STA.peace,0.8359
declare oneself,SOC.request,0.3844,0.861268,-0.055047,10.961043,COM.teach,0.7931
garb,MAT.clothing,0.5673,0.856897,-0.055099,10.565362,VAL.beauty,0.5221
retrograde,CHG.retreat,0.3084,0.726386,-0.055105,8.181612,NAT.sea,0.6484
give out,ACT.emit,0.5766,0.803057,-0.055232,15.145956,FND.labor,0.3971
good,VAL.good,0.8361,0.829737,-0.055233,10.00626,EMO.satisfaction,0.6127
interference,SOC.obstruct,0.5383,0.889148,-0.055311,5.488827,ECO.waste,0.8128
forest,BEI.plant,0.4514,0.799126,-0.055347,9.452701,SOC.village,0.476
coffee,MAT.drink,0.4135,0.819263,-0.055364,9.551344,BOD.eye,0.5445
averting,EMO.dislike,0.4472,0.815352,-0.055368,8.566831,EMO.worry,0.6447
think,COG.think,0.643,0.899313,-0.055401,7.506262,COG.remember,0.6017
hawk,ECO.sell,0.4797,0.814124,-0.055526,7.657893,WLD.artless,0.6328
comfortableness,STA.comfort,0.6391,0.908457,-0.055575,9.631917,PER.taste,0.5648
difference of opinion,COM.conflict,0.603,0.827558,-0.055577,6.988341,SOC.criticize,0.382
kinsperson,SOC.family,0.6165,0.878749,-0.055582,11.555621,SOC.citizen,0.6826
body of water,ELM.water,0.3237,0.852523,-0.055607,7.608677,ELM.sun,0.9214
ocean,NAT.sea,0.4684,0.812967,-0.055726,8.214621,PRP.far,0.5487
brain,BOD.head,0.5597,0.847735,-0.055741,11.052057,PRP.part,0.6704
sustenance,CHG.stay,0.3945,0.821131,-0.055753,10.437653,EXS.presence,0.514
wearable,MAT.clothing,0.6394,0.897669,-0.055805,9.732156,PRP.clean,0.4292
wassail,MAT.drink,0.3236,0.836947,-0.056014,7.342607,PER.sweet,0.6264
dish,MAT.food,0.6072,0.827877,-0.056048,6.562128,EXS.matter,0.7123
survey,BOD.eye,0.427,0.903872,-0.056059,9.477396,PER.untouched,0.4937
soundless,PER.soundless,0.5265,0.901108,-0.056119,7.298161,PER.untouched,0.4918
paw,BOD.hand,0.4648,0.840063,-0.056161,9.353144,PRP.dirty,0.5846
develop,ACT.obtain,0.5125,0.764447,-0.056278,10.816082,STA.healing,0.5282
hamlet,SOC.village,0.504,0.834367,-0.056299,7.36644,ELM.earth,0.7075
bide,CHG.stay,0.3222,0.845401,-0.056357,7.03442,WLD.secular,0.8414
gainsay,PRP.difficult,0.3257,0.85389,-0.056443,5.116698,VAL.profane,0.361
blab,BOD.mouth,0.3036,0.753046,-0.056479,16.858374,PRP.dirty,0.5104
development,COG.learn,0.3709,0.867736,-0.056512,10.642281,VAL.correct,0.6132
honeyed,PER.sweet,0.3148,0.863823,-0.056751,6.617972,PRP.wet,0.6258
going,ACT.exit,0.7489,0.892703,-0.056756,8.516964,ACT.rise,0.7023
cost,ECO.price,0.5886,0.785701,-0.056775,7.638246,COM.answer,0.3463
kindness,VAL.good,0.5429,0.879408,-0.056777,15.195652,EMO.forgiveness,0.3817
advancement,CHG.advance,0.6062,0.775706,-0.056782,8.208351,CHG.grow,0.585
pocket-size,PRP.small,0.4663,0.896618,-0.056916,5.65667,PRP.bright,0.5894
unconsecrated,VAL.profane,0.454,0.855928,-0.05695,5.68871,WLD.secular,0.349
essence,PER.fragrance,0.6002,0.860519,-0.057005,9.645338,PRP.clean,0.5391
proficiency,WLD.technique,0.5721,0.857983,-0.057062,8.662898,ABS.wise,0.7941
sleep,ACT.lie_down,0.5035,0.864826,-0.057115,9.038119,SOC.sleep,0.7681
task,FND.labor,0.465,0.842159,-0.05713,12.097728,CHG.advance,0.5487
cease-fire,STA.peace,0.7031,0.774732,-0.057165,14.652123,WLD.culture,0.3614
fulfill,EMO.satisfaction,0.4769,0.87241,-0.057376,11.650207,COG.enlightenment,0.5924
apparel,MAT.clothing,0.5881,0.883109,-0.057448,8.969887,SPC.reverse,0.683
backside,ACT.sit,0.5683,0.778926,-0.057473,12.579016,ACT.stop,0.4319
flirt,FND.play,0.4183,0.847386,-0.057514,11.490869,EMO.apology,0.7225
office,PRP.part,0.4363,0.730043,-0.05752,7.160342,FND.spatiality,0.5154
trim,MAT.clothing,0.3868,0.842095,-0.057614,8.597375,ACT.emit,0.789
view,COG.intention,0.3807,0.814505,-0.057704,7.318245,FND.language,0.3249
deign,ACT.descend,0.3569,0.832912,-0.057744,6.942667,EMO.manifest,0.3413
sensation,PER.feel,0.65,0.887316,-0.057748,7.378424,STA.healing,0.7041
source,ACT.obtain,0.3821,0.790239,-0.057769,6.151429,STA.healing,0.327
kill,EXS.death,0.6201,0.827902,-0.057929,14.384653,ACT.destroy,0.4444
continuance,TIM.period,0.641,0.657133,-0.057949,6.906512,WLD.realm,0.9638
bud,NAT.flower,0.6212,0.850642,-0.05805,11.187287,ACT.make,0.3915
bond,COM.cooperate,0.5343,0.819311,-0.058174,8.848035,EMO.love,0.8055
open,SPC.outside,0.4941,0.820579,-0.058311,10.145206,SOC.village,0.6537
dress up,MAT.clothing,0.4273,0.805647,-0.058324,9.093012,ACT.stand,0.526
find,ACT.arrive,0.6389,0.876767,-0.0584,5.405847,PER.sweet,0.3688
cause,LOG.cause,0.6107,0.76903,-0.058432,16.070136,LOG.effect,0.5318
colony,SPC.place,0.3706,0.581145,-0.058453,11.551824,ELM.earth,0.568
rapid,PRP.fast,0.6737,0.743258,-0.058526,16.749159,ELM.sky,0.4754
oculus,BOD.eye,0.6176,0.846729,-0.05857,11.148116,BOD.hip,0.477
tog,MAT.clothing,0.4902,0.874644,-0.05878,8.363902,MAT.tool,0.6614
come up,ACT.obtain,0.6033,0.764151,-0.058785,7.119294,ECO.save,0.3302
fulfil,EMO.satisfaction,0.4769,0.886918,-0.058858,8.365894,COG.enlightenment,0.565
neediness,STA.poverty,0.7237,0.846727,-0.058876,7.66761,EMO.worry,0.6942
vocalize,COM.speak,0.5771,0.799154,-0.058879,9.216044,EMO.respect,0.3967
capture,ACT.take,0.462,0.780809,-0.058894,7.146826,PRP.slow,0.3819
furcate,COG.separate,0.4199,0.814633,-0.059011,7.11375,SOC.city,0.4025
precede,ACT.move,0.4895,0.688308,-0.059062,11.595836,TIM.appear,0.5906
go,ACT.exit,0.3719,0.772469,-0.059268,9.436647,ACT.move,0.5771
tactual sensation,PER.touch,0.4979,0.908532,-0.059282,6.925434,PER.odorless,0.6198
carving,WLD.art,0.4833,0.8489,-0.059296,9.230742,SPC.place,0.7598
savage,BEI.beast,0.3344,0.876368,-0.059401,12.492589,PER.blind,0.647
small fry,BEI.child,0.4111,0.752097,-0.059455,9.119766,BOD.face,0.3901
virgin,VAL.good,0.3694,0.888969,-0.05947,7.392359,PRP.single,0.7326
tooshie,ACT.sit,0.5683,0.873886,-0.059483,8.771449,STA.wealth,0.5427
change,ECO.currency,0.4534,0.810556,-0.059537,7.129975,PRP.dirty,0.4451
verve,EXS.vitality,0.4221,0.827922,-0.059538,11.006216,COG.intention,0.637
duty,ABS.responsibility,0.5705,0.790252,-0.05958,8.575952,BEI.parent,0.659
alleviation,STA.comfort,0.432,0.851426,-0.059606,7.512689,STA.healing,0.5204
scrap,COM.conflict,0.5507,0.860598,-0.059636,6.017768,SOC.attack,0.8476
vapid,PER.tasteless,0.5387,0.889039,-0.059849,9.226093,STA.illness,0.5953
trace,CHG.advance,0.4497,0.728987,-0.059938,12.354588,MAT.tool,0.5562
doe,EXS.vitality,0.3177,0.856594,-0.059959,9.338994,MAT.tool,0.7889
slow up,PRP.slow,0.5876,0.795474,-0.059967,6.219346,BOD.face,0.7119
billet,SOC.work,0.3673,0.79569,-0.0601,6.759457,SOC.official,0.4331
exist,EXS.being,0.4955,0.837163,-0.060165,11.828552,FND.timeless,0.6431
position,SOC.work,0.4244,0.677371,-0.060197,11.701763,COG.instinct,0.6151
fit out,MAT.clothing,0.4902,0.840475,-0.060358,9.828676,EMO.manifest,0.6152
base,PRP.low,0.3669,0.842343,-0.060451,7.007325,BEI.root,0.9225
frigid,PRP.cold,0.4179,0.864508,-0.060457,5.75861,ELM.earth,0.5812
nutrient,MAT.food,0.4696,0.824886,-0.06052,8.771205,NAT.sea,0.6934
solace,STA.comfort,0.4974,0.820207,-0.060542,9.913876,EMO.respect,0.4901
constant quantity,FND.number,0.4044,0.607005,-0.060582,16.007802,FND.ahistorical,0.4319
eating,BOD.mouth,0.461,0.79864,-0.060586,8.618284,BOD.face,0.7348
say,FND.language,0.325,0.789342,-0.060734,9.993354,FND.information,0.8391
congratulate,SOC.praise,0.4281,0.903867,-0.06074,7.945059,BEI.parent,0.591
sacking,ABS.release,0.3531,0.839684,-0.060745,10.723885,SOC.stateless,0.4628
reason,LOG.cause,0.5262,0.835527,-0.060765,7.914449,LOG.reason,0.4293
trunk,NAT.tree,0.5517,0.825914,-0.060797,14.709182,PRP.part,0.445
stretch out,PRP.long,0.3668,0.747292,-0.06083,8.263748,NAT.sea,0.4612
imitation,VAL.falsehood,0.4696,0.859055,-0.060868,6.481827,VAL.incorrect,0.4149
separate,SOC.homeless,0.3778,0.810482,-0.060929,6.558422,CHG.decay,0.4055
interrogative sentence,EMO.doubt,0.4198,0.836386,-0.061113,8.038784,VAL.good,0.5861
planning,FND.mind,0.4768,0.726378,-0.061157,10.911407,FND.information,0.5631
talk about,COM.speak,0.3034,0.769543,-0.061353,7.750116,FND.language,0.3576
stability,FND.unchanging,0.3437,0.663698,-0.061385,10.192973,WLD.realm,0.5018
christian church,WLD.religion,0.5907,0.731359,-0.061469,12.111557,WLD.realm,0.4434
sunshine,ELM.sun,0.4304,0.7236,-0.061472,11.10685,ELM.fire,0.4321
gritty,PRP.rough,0.431,0.828648,-0.061484,8.904773,PRP.shallow,0.6415
smoothen,PRP.smooth,0.5748,0.863004,-0.061496,7.562697,CHG.advance,0.4862
vulnerability,STA.danger,0.5692,0.888205,-0.061533,5.884726,EMO.hate,0.6811
closed book,COM.secret,0.6164,0.776911,-0.061559,9.066087,TIM.indefinite,0.5458
reach,TIM.come,0.4552,0.855859,-0.061617,9.047053,ACT.stop,0.4738
set out,ACT.leave,0.4214,0.75726,-0.061668,8.858784,ACT.emit,0.4164
dally,FND.play,0.4183,0.712675,-0.06174,15.223613,WLD.artless,0.5766
go,ACT.move,0.4075,0.869755,-0.061741,5.754113,PRP.small,0.3912
payoff,ECO.income,0.4806,0.830504,-0.061837,9.795033,STA.wealth,0.5855
perish,ACT.exit,0.331,0.852163,-0.062157,16.654605,EXS.death,0.5003
boost,SOC.homeless,0.3473,0.81257,-0.062171,8.555143,STA.comfort,0.6222
dream,EMO.desire,0.4331,0.875138,-0.062192,7.433399,COG.enlightenment,0.5708
sign,FND.language,0.5794,0.846061,-0.062332,9.193079,PRP.clear,0.8175
marching,BOD.foot,0.3964,0.735675,-0.062346,10.989206,PRP.rough,0.5591
bole,NAT.tree,0.5517,0.857164,-0.06267,7.311369,BOD.eye,0.5867
growth,BEI.plant,0.5919,0.839048,-0.062692,14.292537,CHG.grow,0.3856
earnings,ECO.earn,0.4769,0.719801,-0.062724,17.374459,COM.question,0.415
die,ACT.exit,0.331,0.861225,-0.062735,17.792841,EXS.death,0.4308
profoundness,PRP.deep,0.6034,0.848169,-0.062845,4.982088,VAL.sacred,0.4083
map,COG.intention,0.476,0.832205,-0.063004,7.353805,WLD.science,0.3054
polar,PRP.cold,0.4179,0.850151,-0.063016,5.951869,NAT.sea,0.411
granular,PRP.rough,0.431,0.787272,-0.063153,8.213729,ELM.earth,0.7967
yack away,BOD.mouth,0.3911,0.873508,-0.063407,10.84305,PER.hear,0.5976
invalidate,EXS.nonbeing,0.3003,0.704318,-0.063413,9.211645,FND.time,0.3468
frightening,EMO.fear,0.4762,0.854988,-0.063442,6.94489,EMO.unhappiness,0.6048
deficit,ECO.loss,0.4205,0.808091,-0.063508,8.141239,EMO.fear,0.6006
parenthood,BEI.parent,0.6366,0.846654,-0.063629,11.942788,EMO.love,0.4714
emanation,ACT.emit,0.6466,0.799401,-0.063653,8.47968,BEI.root,0.5809
activity,COM.conduct,0.4388,0.637229,-0.063672,13.463253,SOC.official,0.47
fight,COM.conflict,0.5719,0.85274,-0.063749,6.771255,COM.conduct,0.3651
encephalon,BOD.head,0.4992,0.794313,-0.063774,7.951062,STA.comfort,0.4559
farming,SOC.village,0.5816,0.675384,-0.063815,14.975461,ELM.sun,0.4777
luminosity,PRP.bright,0.5935,0.772488,-0.063899,8.012766,ELM.sun,0.5005
drop,ACT.move,0.3121,0.849847,-0.063951,9.022162,PRP.smooth,0.7577
insight,FND.intuition,0.627,0.887854,-0.064036,7.536241,COG.enlightenment,0.6027
river,NAT.river,0.5549,0.835857,-0.064304,6.272727,ELM.night,0.5265
positioning,ACT.move,0.4292,0.778688,-0.06432,7.225138,BOD.hip,0.4781
motility,ACT.move,0.5065,0.877747,-0.06437,8.41557,ACT.sit,0.7716
fall,ACT.fall,0.557,0.883976,-0.064445,10.751292,PER.untouched,0.4618
mealy,PRP.rough,0.431,0.844916,-0.064485,7.927833,PRP.dirty,0.7653
kick in,ACT.give,0.5288,0.757319,-0.064557,11.24694,ABS.release,0.4511
chance,STA.danger,0.3157,0.781896,-0.064588,11.265434,FND.memoryless,0.5592
hearing,PER.hear,0.5333,0.890576,-0.06459,10.548145,PER.untouched,0.4957
journey,ACT.move,0.514,0.876622,-0.064594,9.858327,STA.healing,0.5671
minor,BEI.child,0.4111,0.833758,-0.064749,7.706643,ECO.price,0.3757
ghostly,EXS.spirit,0.5753,0.809275,-0.064866,11.254302,FND.languageless,0.4567
following,ACT.move,0.4859,0.747411,-0.065062,8.085902,PRP.part,0.6442
bring up,ACT.rise,0.5255,0.838327,-0.065077,7.339819,STA.healing,0.342
remuneration,ECO.income,0.4555,0.790612,-0.065088,6.85976,BOD.head,0.6945
modify,LOG.cause,0.4777,0.801402,-0.06528,15.937776,LOG.effect,0.4384
patent,EMO.manifest,0.4173,0.652577,-0.065317,8.048229,SOC.praise,0.4006
odorous,PER.sweet,0.3474,0.8529,-0.065485,6.79898,BOD.eye,0.546
leisurely,PRP.easy,0.3546,0.81152,-0.065508,5.227181,PRP.shallow,0.4319
air,PRP.dry,0.4103,0.812063,-0.065766,7.129923,ACT.emit,0.3596
savorlessness,PER.tasteless,0.814,0.868086,-0.065849,7.079603,PRP.weak,0.5251
sensual,BEI.beast,0.3306,0.837146,-0.065912,7.019797,BOD.hand,0.6088
red-hot,PRP.hot,0.4568,0.899221,-0.065922,6.427984,MAT.naked,0.8134
brobdingnagian,PRP.large,0.4277,0.912587,-0.065994,11.933717,PER.untouched,0.4676
fragrance,PER.fragrance,0.5982,0.850406,-0.06603,13.592767,STA.comfort,0.4596
waterlessness,PRP.dry,0.5853,0.857957,-0.06616,6.821151,PRP.smooth,0.3695
arrival,ACT.arrive,0.6493,0.739201,-0.066221,8.800307,TIM.appear,0.6411
fleshly,BEI.beast,0.3306,0.794206,-0.066298,12.055173,PRP.heavy,0.698
limited,PRP.small,0.4262,0.792717,-0.066508,8.760937,BOD.face,0.5909
line of work,SOC.work,0.3799,0.671885,-0.066687,12.479033,FND.mind,0.5419
avert,EMO.dislike,0.4285,0.86091,-0.066728,8.14199,ACT.abandon,0.349
post,SOC.work,0.3673,0.719387,-0.066756,8.260339,FND.logic,0.5075
pleasance,EMO.pleasure,0.6875,0.821496,-0.066769,7.310403,PRP.easy,0.3815
remain,CHG.stay,0.3999,0.889787,-0.066785,11.365535,PER.untouched,0.5186
heavy,PRP.heavy,0.452,0.893078,-0.066853,10.118671,PER.untouched,0.5026
intention,COG.intention,0.6051,0.855562,-0.066922,8.512917,EMO.courage,0.4514
break up,ACT.destroy,0.3001,0.720615,-0.067049,10.949105,PER.stench,0.637
solution,COM.answer,0.539,0.668677,-0.067182,15.298933,EMO.hope,0.574
separate,COG.separate,0.8948,0.740377,-0.067491,11.357674,CHG.advance,0.5062
get out,ACT.leave,0.54,0.858864,-0.06768,7.346976,STA.healing,0.5918
instinct,FND.intuition,0.356,0.886685,-0.067706,8.065043,FND.consciousness,0.727
pass on,CHG.advance,0.6063,0.484322,-0.067839,12.781442,LOG.effect,0.5136
pledge,MAT.drink,0.3236,0.748326,-0.067914,10.395034,BOD.face,0.634
desert,ACT.abandon,0.4254,0.816452,-0.067979,9.369424,EMO.hate,0.5776
emptiness,EXS.void,0.6804,0.789582,-0.068131,6.116002,PER.taste,0.6171
do,LOG.cause,0.5871,0.60812,-0.068187,12.453087,LOG.effect,0.7365
obstruction,SOC.obstruct,0.4472,0.796251,-0.068425,8.045835,PRP.dirty,0.4831
artistic,WLD.art,0.6008,0.779337,-0.06852,12.386167,EXS.vitality,0.4766
annual,BEI.plant,0.5377,0.724163,-0.06856,17.528759,SOC.sleep,0.4339
solar,ELM.sun,0.571,0.840074,-0.068652,10.061466,ELM.night,0.4609
nowhere,SPC.nowhere,0.4608,0.836428,-0.069126,9.019677,COM.silence,0.8681
review,COG.learn,0.3079,0.76833,-0.069231,8.034233,FND.uninformed,0.5725
ignite,ELM.fire,0.6164,0.812568,-0.069273,15.369744,CHG.grow,0.4114
salt,PER.salty,0.7881,0.876661,-0.069415,10.428475,PRP.small,0.4973
pull away,CHG.retreat,0.4452,0.836493,-0.069513,7.915369,SOC.defend,0.5737
stand,COG.think,0.3828,0.747584,-0.069541,8.976946,ABS.wise,0.5227
single,SOC.individual,0.5188,0.875863,-0.069576,7.921777,PRP.single,0.7995
obtain,ACT.obtain,0.3898,0.878884,-0.069643,5.935093,PER.see,0.6496
tie up,ABS.bound,0.3074,0.868882,-0.069677,8.478014,SOC.attack,0.6114
alertness,SOC.awake,0.4299,0.881027,-0.069688,6.1651,ABS.wise,0.5361
insipid,PER.tasteless,0.5387,0.88024,-0.069772,9.226093,EMO.pride,0.6839
tailor,SOC.work,0.3185,0.814268,-0.069847,6.901199,ACT.give,0.3621
whole,PRP.whole,0.5092,0.74576,-0.069872,15.399157,SPC.inside,0.5575
sustenance,MAT.food,0.5437,0.759406,-0.069933,9.059881,EXS.death,0.6304
visible radiation,ELM.light,0.579,0.867251,-0.06997,7.063695,PRP.strong,0.5722
nous,BOD.head,0.4184,0.836224,-0.070112,14.796407,BOD.hip,0.4498
aliment,MAT.food,0.5437,0.767456,-0.07032,9.68044,STA.healing,0.7241
reflexive,FND.unconscious,0.3866,0.797267,-0.070459,9.194196,COG.instinct,0.6013
vacate,ACT.leave,0.4544,0.883645,-0.07046,7.504091,PER.touch,0.8026
earthly concern,ELM.earth,0.3655,0.765419,-0.070531,13.630839,ACT.destroy,0.5746
profane,VAL.profane,0.5509,0.804548,-0.070623,8.933072,VAL.sacred,0.7113
light,ELM.night,0.5516,0.816654,-0.07069,6.560764,NAT.river,0.704
function,SOC.work,0.3672,0.571933,-0.070709,11.70768,PRP.multiple,0.5735
incense,PER.fragrance,0.708,0.766317,-0.070911,8.615385,ACT.emit,0.6614
human foot,BOD.foot,0.5805,0.768158,-0.071411,9.99007,ACT.fall,0.6462
pay,ACT.give,0.4207,0.81623,-0.071468,11.859529,ACT.stop,0.6292
see,PER.feel,0.5919,0.823641,-0.071541,9.756918,COG.think,0.4952
cognisance,COG.know,0.496,0.847365,-0.071544,11.654614,COG.remember,0.5668
incompetence,WLD.unskilled,0.6103,0.883336,-0.071566,6.637183,EMO.dislike,0.657
have,LOG.cause,0.5534,0.711317,-0.071656,8.185209,LOG.effect,0.4018
postulation,SOC.request,0.6199,0.762272,-0.071689,10.179746,BEI.child,0.573
split,COG.separate,0.3974,0.774336,-0.07173,9.768016,COM.conduct,0.4479
abide,CHG.stay,0.3222,0.872582,-0.071731,6.424791,PRP.old,0.5384
lecture,COM.teach,0.4541,0.684658,-0.071788,8.589893,FND.information,0.564
vernacular,FND.language,0.4582,0.656658,-0.071965,10.102327,FND.history,0.4383
listening,PER.hear,0.5333,0.785544,-0.071983,13.536031,EMO.love,0.5537
difficult,PRP.difficult,0.5487,0.880076,-0.072052,10.422053,EMO.pride,0.6896
divergent,REL.different,0.3944,0.657995,-0.072064,10.964231,PRP.shallow,0.3076
separation,COG.separate,0.5837,0.797075,-0.072087,12.90353,COM.conduct,0.4837
quit,ACT.exit,0.4159,0.859276,-0.072095,7.253167,SOC.work,0.9635
expiration,ACT.stop,0.3459,0.738684,-0.072141,9.320821,CHG.end,0.6362
fork,COG.separate,0.4199,0.871283,-0.072263,12.608702,PRP.long,0.558
smack,PER.taste,0.6104,0.851308,-0.072373,7.966281,PRP.wet,0.6005
slop,ECO.waste,0.3174,0.844179,-0.072425,6.688505,PER.stench,0.5495
radiation,ACT.emit,0.5632,0.765315,-0.072563,11.641431,ACT.dissolve,0.421
gangrene,EXS.death,0.4356,0.847293,-0.072814,10.849486,STA.pain,0.5821
prove,ACT.rise,0.3453,0.815115,-0.072847,9.928199,STA.healing,0.6623
air,ELM.wind,0.5269,0.842642,-0.072852,8.208651,NAT.river,0.9001
go down,ACT.descend,0.4757,0.904177,-0.072928,5.249266,PRP.clean,0.5859
ass,ACT.sit,0.5683,0.824776,-0.072948,11.084748,PRP.blunt,0.6444
borrow,ACT.obtain,0.4123,0.748881,-0.072977,16.060972,BEI.child,0.5086
wake,FND.consciousness,0.3637,0.843712,-0.073177,11.457837,PRP.young,0.5404
empty,ACT.leave,0.4012,0.906753,-0.073269,6.07334,PRP.small,0.429
smile,BOD.face,0.5416,0.809564,-0.073406,15.024252,ACT.receive,0.446
get out,ACT.exit,0.4922,0.879086,-0.073409,10.517055,ACT.rise,0.5674
wild,BEI.beast,0.4411,0.873758,-0.07349,7.181603,PER.deaf,0.5293
finish,PRP.whole,0.3982,0.734554,-0.073517,8.62713,CHG.end,0.6041
caput,BOD.head,0.547,0.833799,-0.073708,17.125735,SPC.inside,0.3704
womanly,BEI.female,0.4363,0.854532,-0.07372,7.8823,PER.soundless,0.5868
activeness,COM.conduct,0.4388,0.780872,-0.073804,6.621134,COM.teach,0.3426
feeling,PER.touch,0.4979,0.873328,-0.073838,7.603772,EMO.manifest,0.7005
can,ACT.sit,0.5683,0.799323,-0.073862,8.810882,MAT.drink,0.9873
decease,ACT.exit,0.331,0.850042,-0.073879,12.195274,EXS.death,0.6825
require,SOC.request,0.4638,0.72346,-0.073916,10.904269,EMO.trust,0.5183
farinaceous,PRP.rough,0.431,0.8265,-0.074027,8.034104,PRP.shallow,0.375
